,RunNumber,EnergyMagnetCurrent,TheoreticalBeamEnergy,NumberofEvents,ActualBeamEnergy,ConfigFile,Threshold,MaterialType,MaterialThickness,MaterialThicknessError,RawFileSize,Collimator,GearFile,DUTPosition,Date
,485,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,486,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,487,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,488,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,489,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,490,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,491,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,492,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,493,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,494,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,495,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,496,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,497,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,498,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,499,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,500,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,501,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,502,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,503,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,504,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,505,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,506,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,507,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,508,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,509,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,510,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,511,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,512,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,513,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,514,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,515,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,516,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,517,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,518,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,519,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,520,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,521,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,522,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,523,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,524,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,525,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,526,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,527,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,528,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,529,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,530,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,531,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,532,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,533,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,534,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,535,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,536,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,537,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,538,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,539,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,540,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,541,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,542,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,543,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,544,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,545,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,546,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,547,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,548,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,549,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,550,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,551,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,552,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,553,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,554,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,555,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,556,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,557,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,558,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,559,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,560,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,561,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,562,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,563,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,564,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,565,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,566,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,567,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,568,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,569,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,570,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,571,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,572,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,573,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,574,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,575,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,576,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,577,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,578,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,579,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,580,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,581,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,582,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,583,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,584,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,585,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,586,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,587,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,588,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,589,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,590,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,591,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,592,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,593,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,594,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,595,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,596,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,597,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,598,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,599,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,600,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,601,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,602,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,603,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,604,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,605,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,606,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,607,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,608,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,609,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,610,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,611,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,612,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,613,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,614,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,615,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,616,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,617,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,618,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,619,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,620,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,621,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,622,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,623,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,624,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,625,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,626,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,627,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,628,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,629,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,630,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,631,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,632,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,633,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,634,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,635,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,636,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,637,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,638,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,639,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,640,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,641,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,642,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,643,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,644,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,645,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,646,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,647,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,648,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,649,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,650,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,651,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,652,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,653,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,654,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,655,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,656,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,657,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,658,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,659,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,660,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,661,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,662,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,663,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,664,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,665,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,666,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,667,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,668,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,669,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,670,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,671,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,672,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,673,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,674,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,675,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,676,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,677,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,678,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,679,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,680,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,681,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,682,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,683,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,684,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,685,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,686,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,687,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,688,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,689,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,690,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,691,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,692,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,693,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,694,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,695,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,696,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,697,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,698,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,699,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,700,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,701,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,702,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,703,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,704,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,705,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,706,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,707,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,708,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,709,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,710,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,711,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,712,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,713,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,714,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,715,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,716,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,717,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,718,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,719,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,720,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,721,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,722,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,723,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,724,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,725,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,726,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,727,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,728,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,729,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,730,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,731,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,732,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,733,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,734,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,735,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,736,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,737,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,738,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,739,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,740,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,741,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,742,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,743,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,744,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,745,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,746,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,747,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,748,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,749,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,750,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,751,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,752,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,753,37,1,,,config_coinc_19042013,,New DUT...,,,,,,,
,756,,4,,,,12,,,,,,,,
,757,,4,,,,12,,,,,,,,
,758,,4,,,,12,,,,,,,,
,759,,1,,,,12,,,,,,,,
,762,,1,,,,12,,,,,,,,
,764,,4,,,,12,,,,,,,,
,765,,4,,,,12,,,,,,,,
,766,,4,,,,12,,,,,,,,
,767,,4,,,,12,,,,,,,,
,769,,1,,,,12,,,,,,,,
,770,,1,,,,12,,,,,,,,
,772,,4,,,,12,,,,,,,,
,773,,4,,,,12,,,,,,,,
,774,,1,,,,12,,,,,,,,
,775,,4,,,,12,,,,,,,,
,779,,1,,,,12,,,,,,,,
,780,,1,,,,12,,,,,,,,
,781,,4,,,,12,,,,,,,,
,782,,4,,,,12,,,,,,,,
,783,,4,,,,12,,,,,,,,
,784,,1,,,,12,,,,,,,,
,785,,1,,,,12,,,,,,,,
,786,,4,,,,12,,,,,,,,
,787,,1,,,,12,,,,,,,,
,788,,1,,,,12,,,,,,,,
,789,,4,,,,12,,,,,,,,
,790,,1,,,,12,,,,,,,,
,791,,4,,,,12,,,,,,,,
,792,,4,,,,12,,,,,,,,
,793,,1,,,,12,,,,,,,,
,794,,4,,,,12,,,,,,,,
,796,,4,,,,12,,,,,,,,
,805,,5,,,,,,,,,,,,
,806,,5,,,,,,,,,,,,
,807,,5,,,,,,,,,,,,
,808,,5,,,,,,,,,,,,
,809,,5,,,,,,,,,,,,
,810,,5,,,,,,,,,,,,
,811,,2,,,,,,,,,,,,
,812,,2,,,,,,,,,,,,
,813,,2,,,,,,,,,,,,
,814,,2,,,,,,,,,,,,
,815,,2,,,,,,,,,,,,
,816,,2,,,,,,,,,,,,
,817,,2,,,,,,,,,,,,
,818,,2,,,,,,,,,,,,
,819,,2,,,,,,,,,,,,
,820,,2,,,,,,,,,,,,
,821,,2,,,,,,,,,,,,
,822,,2,,,,,,,,,,,,
,823,,2,,,,,,,,,,,,
,824,,2,,,,,,,,,,,,
,825,,2,,,,,,,,,,,,
,826,,5,,,,,,,,,,,,
,827,,5,,,,,,,,,,,,
,828,,5,,,,,,,,,,,,
,829,,5,,,,,,,,,,,,
,830,,5,,,,,,,,,,,,
,831,,5,,,,,,,,,,,,
,832,,5,,,,,,,,,,,,
,833,,5,,,,,,,,,,,,
,834,,5,,,,,,,,,,,,
,835,,5,,,,,,,,,,,,
,836,,5,,,,,,,,,,,,
,837,,5,,,,,,,,,,,,
,838,,5,,,,,,,,,,,,
,839,,5,,,,,,,,,,,,
,840,,5,,,,,,,,,,,,
,841,,5,,,,,,,,,,,,
,842,,5,,,,,,,,,,,,
,843,,5,,,,,,,,,,,,
,844,,5,,,,,,,,,,,,
,845,,5,,,,,,,,,,,,
,846,,5,,,,,,,,,,,,
,847,,5,,,,,,,,,,,,
,848,,5,,,,,,,,,,,,
,849,,5,,,,,,,,,,,,
,850,,5,,,,,,,,,,,,
,851,,5,,,,,,,,,,,,
,852,,5,,,,,,,,,,,,
,853,,5,,,,,,,,,,,,
,854,,5,,,,,,,,,,,,
,855,,5,,,,,,,,,,,,
,856,,5,,,,,,,,,,,,
,857,,5,,,,,,,,,,,,
,858,,5,,,,,,,,,,,,
,859,,5,,,,,,,,,,,,
,860,,2,,,,,,,,,,,,
,861,,2,,,,,,,,,,,,
,862,,2,,,,,,,,,,,,
,863,,2,,,,,,,,,,,,
,864,,2,,,,,,,,,,,,
,865,,2,,,,,,,,,,,,
,866,,2,,,,,,,,,,,,
,867,,2,,,,,,,,,,,,
,868,,2,,,,,,,,,,,,
,869,,2,,,,,,,,,,,,
,870,,2,,,,,,,,,,,,
,871,,2,,,,,,,,,,,,
,872,,2,,,,,,,,,,,,
,873,,2,,,,,,,,,,,,
,874,,2,,,,,,,,,,,,
,875,,2,,,,,,,,,,,,
,876,,2,,,,,,,,,,,,
,877,,2,,,,,,,,,,,,
,878,,2,,,,,,,,,,,,
,879,,2,,,,,,,,,,,,
,880,,2,,,,,,,,,,,,
,881,,2,,,,,,,,,,,,
,883,,5,,,,,,,,,,,,
,884,,5,,,,,,,,,,,,
,885,,5,,,,,,,,,,,,
,886,,0,,,,,,,,,,,,
,887,,0,,,,,,,,,,,,
,934,,,,,,,,,,,,,,
,935,,,,,,,,,,,,,,
,936,,,,,,,,,,,,,,
,2003,179.52,4.8,107922,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2004,179.52,4.8,104991,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2005,179.52,4.8,102621,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2006,179.52,4.8,104497,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2007,179.52,4.8,105182,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2008,179.52,4.8,105764,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2009,179.52,4.8,103376,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2010,179.52,4.8,103878,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2011,179.52,4.8,103276,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2012,179.52,4.8,103425,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2013,179.52,4.8,103002,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2015,172.04,4.6,99019,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2016,172.04,4.6,97865,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2017,172.04,4.6,99971,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2018,172.04,4.6,98908,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2019,172.04,4.6,100020,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2020,172.04,4.6,100487,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2021,172.04,4.6,99868,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2022,172.04,4.6,99561,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2023,172.04,4.6,100937,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2024,172.04,4.6,100833,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2025,172.04,4.6,100715,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2026,172.04,4.6,100809,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2027,172.04,4.6,99608,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2028,172.04,4.6,99289,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2029,172.04,4.6,99828,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2030,172.04,4.6,0,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2031,164.56,4.4,97526,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2032,164.56,4.4,96086,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2033,164.56,4.4,86799,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2034,164.56,4.4,95999,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2035,164.56,4.4,94817,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2036,164.56,4.4,96241,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2037,164.56,4.4,96378,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2038,164.56,4.4,97271,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2039,164.56,4.4,96309,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2040,164.56,4.4,95553,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2041,164.56,4.4,95410,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2042,164.56,4.4,83810,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2043,157.08,4.2,93081,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2044,157.08,4.2,93098,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2045,157.08,4.2,92184,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2046,157.08,4.2,92709,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2047,157.08,4.2,92548,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2048,157.08,4.2,92618,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2049,157.08,4.2,92552,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2050,157.08,4.2,92528,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2051,157.08,4.2,92783,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2052,157.08,4.2,79471,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2053,149.6,4,91553,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2054,149.6,4,90568,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2055,149.6,4,101535,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
,2056,149.6,4,115994,,,7,Copper,1mm,,,10x10,gear_10092013.xml,0.82,10/9/2013
